MlsNumber,LivingArea,MunicipalTax,SchoolTax,LotAssessment,BuildingAssessment,Area
11493363,924.62 SF,1943.00,419.00,,,"148,368.66 SF irr."
9399554,,6713.00,1628.00,,,"148,640 SF irr."
18521127,126.4 MC,3921.00,806.00,,,149.3 MC
11724669,,7780.00,1885.00,263300.00,826100.00,14914.00 Square Feet
14370936,2600 PC,3485.00,982.00,,,14948 PC
10347343,,508.00,107.00,,,"15,000 SF"
14815288,,3819.00,816.00,,,"15,000 SF"
19928548,"2,200 SF",4547.00,1200.00,,,"15,000 SF"
15655888,,5163.00,1210.00,,,"15,000 SF"
9376888,,5487.00,1564.00,,,"15,000 SF"
25878438,,,,,,"15,000.00 Square Feet"
18791081,"2,700 SF",5528.00,1502.00,,,"15,049 SF"
13000346,,3308.00,910.00,,,"15,082 SF irr."
24273094,,7038.00,1417.00,,,"15,138 SF irr."
21005992,726.03 SF,1970.00,424.00,,,"15,393.47 SF irr."
21932619,"1,950.42 SF",2915.00,851.00,,,"15,405.31 SF irr."
9427698,"2,660 SF",3592.00,1013.00,,,"15,416 SF"
28326848,"2,350 SF",4656.00,1324.00,,,"15,480 SF irr."
21801213,,6445.00,1376.00,,,"15,489 SF"
19884836,,7430.00,1467.00,,,"15,543 SF irr."
23757568,,11500.00,635.00,,,"15,600 SF"
21560754,,3793.00,793.00,,,"15,629 SF irr."
27468937,,9449.00,2066.00,,,"15,661 SF irr."
10914726,,3543.00,999.00,,,"15,706 SF irr."
24135308,"1,800 Square Feet",3605.00,1017.00,279300.00,308600.00,"15,825.00 Square Feet"
28895529,,23139.00,1162.00,,,"15,981.16 SF irr."
17953318,8.20 x 12.53 M,3199.00,673.00,176500.00,193800.00,15.24x24.38 M
11223155,"1,317 SF",2488.00,558.00,,,150 SF irr.
26810802,,2850.00,600.00,71100.00,257200.00,150.8 må_
16656858,,2500.00,513.00,,,1504 PC
27070258,,2210.00,402.00,,,1512 PC
24296836,,4071.00,1318.00,267000.00,484300.00,15127.00 Square Feet
28014961,2100 piå_,2600.00,571.00,112800.00,203400.00,1516 piå_
9651174,,3964.00,840.00,108800.00,381600.00,152.2 må_
21237755,,1786.00,351.00,56400.00,140000.00,152.31 må_
28951219,0.01 PC,1668.00,330.00,,,152.5 MC
15427668,,2411.00,496.00,,,1520 PC
19271644,2930 PC,4973.00,1074.00,,,1528 PC
12340409,,2479.00,519.00,,,153.29 MC
25811785,,2950.00,417.00,270600.00,209800.00,15331.00 Square Feet
27591881,,24754.00,1812.00,,,1550 MC
11929381,,6588.00,615.00,,,156.1 MC
12941351,,6588.00,615.00,,,156.1 MC
19083045,,3606.00,741.00,,,156.2 MC
24490177,,2877.00,632.00,,,1569 PC
19459844,,3196.00,702.00,,,1569 PC
24738115,,2534.00,540.00,,,157.9 MC
15766149,141 MC,2854.00,576.00,,,157.9 MC
25157383,,3967.00,367.00,63600.00,142900.00,158.90 Square Metres
26214670,,1540.00,307.00,58800.00,113300.00,158.90 Square Metres
17601729,1000.0 Square Feet,1394.00,298.00,21500.00,145100.00,15855.00 Square Feet
17382209,1800 PC,2515.00,487.00,,,159.3 PC
22584470,1170.0 Square Feet,1993.00,415.00,59200.00,170200.00,1591.40 Square Feet
15011576,,3542.00,622.00,89300.00,332400.00,1594.00 Square Metres
25049508,,5860.00,1210.00,,,1595 PC
25170078,"2,790 SF",4082.00,1140.00,,,"16,082 SF irr."
16461375,"5,756 Square Feet",10222.00,1655.00,354000.00,942000.00,"16,098.00 Square metres"
11800302,,7340.00,1600.00,,,"16,163 SF irr."
25682984,,8242.00,1596.00,,,"16,312 SF irr."
24268617,"1,898 SF",4675.00,1002.00,,,"16,511 SF"
23342108,,1206.00,301.00,,,"16,825 SF irr."
13844489,111 Square metres,1.00,1.00,246700.00,755000.00,160.20 Square metres
9999329,,9649.00,2025.00,,,160.3 MC
15353826,,2223.00,412.00,59400.00,183400.00,1600 piå_
15957440,,10203.00,728.00,209900.00,238700.00,1606.00 Square Feet
9166079,,8379.00,1.00,766833.00,275800.00,"161,880.00 Square Feet"
22342122,,4560.00,409.00,39700.00,190500.00,1610.00 Square Feet
24622898,,1189.00,261.00,52400.00,100200.00,1612.00 Square Feet
21232768,,13942.00,884.00,,,163.1 MC
15142964,,7473.00,557.00,88200.00,246500.00,1632.00 Square Feet
18320913,,5279.00,818.00,91200.00,396400.00,1635 piå_
12434671,1800.0 Square Feet,3508.00,690.00,253200.00,96100.00,16406.00 Square Feet
22352490,,3283.00,637.00,,,1644 PC
26335703,,6143.00,542.00,,,165 MC
20563404,,2214.00,445.00,,,165.4 MC
21817333,,18943.00,952.00,360700.00,169900.00,165.40 Square metres
12326401,,1415.00,300.00,38300.00,128700.00,1650 piå_
21965997,915 PC,1300.00,256.00,,,1658 PC
11996692,1830 PC,1950.00,383.00,,,1658 PC
10035953,,7621.00,1673.00,,,166.39 MC
15602422,,2336.00,480.00,,,167.2 MC
26568864,1340.0 Square Feet,2406.00,506.00,97800.00,209700.00,167.20 Square Metres
25653745,1950 PC,3723.00,799.00,,,1677 PC
20502045,106.5 MC,2586.00,532.00,,,1677.6 MC
23042413,,11324.00,550.00,333500.00,,16791 piå_
18745814,,6101.00,1205.00,354600.00,316600.00,16860 piå_
11989496,,3565.00,755.00,112100.00,328900.00,1687.00 Square Feet
22096523,,2609.00,572.00,38400.00,283400.00,1689.5 må_
20447534,,2934.00,618.00,67800.00,300400.00,169.50 Square Metres
15991854,,6842.00,1345.00,,,"17,000 SF"
10546879,,3408.00,945.00,,,"17,108 SF"
14558973,,5108.00,1298.00,,,"17,175 SF irr."
21701697,,14206.00,680.00,,,"17,193 SF"
21154159,,9452.00,1758.00,,,"17,300 SF"
25351031,,2885.00,759.00,,,"17,300 SF irr."
27817484,,12396.00,1120.00,,,"17,341 SF irr."
26224888,,4227.00,882.00,,,"17,430 SF irr."
22061056,"2,904 SF",5304.00,1042.00,,,"17,600 SF"
26438913,,12382.00,613.00,,,"17,694.79 SF"
11905663,,,,,,170.5 må_
15555750,,4757.00,948.00,272800.00,333900.00,170.50 Square Metres
16136725,,5461.00,1151.00,,,170.8 MC
25002562,,2556.00,538.00,,,1700 PC
16713870,1780 PC,6221.00,845.00,,,1700 PC
27530035,2000 piå_,2784.00,583.00,71100.00,249600.00,1700 piå_
11078845,185.8 Square Metres,1.00,1.00,66300.00,255700.00,1700.00 Square Feet
14364862,,2966.00,622.00,66500.00,283000.00,1703 piå_
12473896,,8425.00,796.00,158300.00,315800.00,1703.00 Square Feet
24523700,,4087.00,825.00,,,1706 PC
20455462,503 SF,2145.00,440.00,,,171.25 SF
14428460,,1.00,1.00,,,171.9 MC
26603054,,4167.00,371.00,,,1713 MC
21672202,,5158.00,460.00,42300.00,216200.00,1717 piå_
15093813,1102 PC,10653.00,742.00,,,1728 PC
13669683,1201.0 Square Feet,1828.00,373.00,59600.00,159500.00,1734.00 Square Feet
9974072,,1389.00,276.00,,,174.2 må_
12844476,780.0 Square Feet,2479.00,504.00,95800.00,202100.00,174.20 Square Metres
23968283,,15068.00,1304.00,165600.00,735000.00,174.30 Square Metres
27102900,,2872.00,608.00,,,174.5 MC
20406475,,1.00,1.00,,,174.9 MC
26562515,,12015.00,2236.00,444700.00,823100.00,1740.40 Square Metres
22293571,,3962.00,1097.00,,,17467.2 PC
22160386,127.3 MC,3428.00,736.00,,,175 MC
22514485,768 PC,2047.00,378.00,,,175.52 MC
18621542,777 PC,2050.00,378.00,,,175.52 MC
27263454,750 PC,2057.00,379.00,,,175.52 MC
25201146,875 PC,2411.00,445.00,,,175.52 MC
12548681,894 PC,2425.00,447.00,,,175.52 MC
21475533,,2318.00,456.00,63800.00,191200.00,175.60 Square Metres
22607603,,2587.00,542.00,,,1750 PC
25197103,,3503.00,737.00,,,1750 PC
18430978,,3845.00,789.00,130100.00,340100.00,1750.00 Square Feet
25056278,152.6 MC,7380.00,1580.00,,,176.5 MC
26591630,,2855.00,630.00,79600.00,280400.00,176.8 må_
23120737,,5401.00,1167.00,247500.00,505400.00,176.80 Square metres
12286416,,3675.00,760.00,106100.00,321700.00,176.90 Square metres
13324530,,2590.00,487.00,64300.00,194300.00,1764 piå_
10191214,,13590.00,1739.00,,,17671 PC
25402682,1726 PC,3084.00,658.00,,,177.68 MC
19378913,,3150.00,630.00,99600.00,98400.00,177.80 Square Metres
17893238,,8050.00,358.00,205200.00,271100.00,178.40 Square metres
14531251,,1717.00,332.00,117900.00,70500.00,1785 piå_
18135242,,1715.00,314.00,,,1786 PC
23663830,,11497.00,2260.00,572900.00,691800.00,17889 piå_
27878283,,5326.00,1126.00,,,179.2 MC
21215037,,1642.00,728.00,,,179.4 MC
23291346,158.67 Square Metres,2787.00,592.00,51100.00,243800.00,179.41 Square Metres
15187056,120 Square metres,3357.00,668.00,92200.00,296500.00,179.80 Square metres
24269204,,2905.00,551.00,,,"18,000 SF"
19910809,"4,000 SF",11656.00,3357.00,,,"18,180 SF"
16939828,"7,200 Square Feet",10366.00,2179.00,447500.00,785800.00,"18,351.00 Square Feet"
9164520,,20151.00,1013.00,,,"18,470 SF"
12128620,675 SF,1.00,1.00,,,"18,492.4 SF"
18313248,550 SF,,,,,"18,492.4 SF"
20279222,,3778.00,1066.00,,,"18,813 SF irr."
16285882,13.72 x 16.78 M,5400.00,940.00,185600.00,404400.00,18.29x30.48 M
11328689,,,,,,1800 PC
9836766,2400 PC,10151.00,497.00,,,1801 PC
22189458,,2320.00,519.00,101500.00,205100.00,1804.00 Square Feet
15377777,,3843.00,816.00,,,181.2 MC
28677831,873 PC,2207.00,474.00,,,1819 PC
10048527,1000 PC,4058.00,841.00,,,182.7 MC
12043653,,3025.00,690.00,,,1823.6 PC
24725986,,2513.00,673.00,,,18285 PC
22504392,,6694.00,1366.00,219600.00,688200.00,183.00 Square Metres
16004558,,3806.00,771.00,103800.00,342400.00,1830.00 Square Feet
13120534,,15760.00,791.00,,,1832.1 MC
20595309,,1914.00,376.00,,,1836 PC
16357114,2300 PC,2934.00,626.00,,,1836 PC
25417984,,2999.00,628.00,,,1836 PC
16795225,,3455.00,672.00,98200.00,300400.00,1836 piå_
12950989,,3041.00,582.00,,,1837 PC
14323202,,3437.00,692.00,,,1837.4 PC
17715368,73.8 MC,1356.00,285.00,,,184 MC
12406829,194.16 MC,6390.00,1320.00,,,184.8 MC
10497703,,,,,,18442 PC
26841993,,4077.00,875.00,,,185.5 MC
27744061,1700 PC,3616.00,744.00,,,185.78 MC
14496890,,2328.00,451.00,,,185.8 MC
20691108,1017 PC,3037.00,648.00,,,185.8 MC
28293395,,4680.00,931.00,,,185.8 MC
13415864,1700.0 Square Feet,3659.00,770.00,120800.00,331100.00,185.80 Square Metres
19979363,,3304.00,705.00,116100.00,290800.00,185.80 Square metres
21171296,,2691.00,570.00,,,185.9 MC
20614636,,2636.00,552.00,,,1850 PC
14274053,3129 PC,5513.00,1131.00,,,1850 PC
16439321,158.9 MC,2671.00,580.00,,,1855 PC
15163166,,3434.00,719.00,84600.00,315500.00,1858.00 Square Feet
12218280,,3413.00,663.00,,,1859 PC
22278904,,3730.00,767.00,107000.00,346000.00,186.00 Square Metres
18069322,935 PC,2806.00,608.00,,,187.1 MC
17563206,,2295.00,437.00,,,1872 PC
14062884,,3060.00,608.00,,,1873 PC
22451021,,1905.00,391.00,,,1875 PC
17587775,,2249.00,429.00,,,1875 PC
21930066,,7094.00,522.00,,,1875 PC
19127732,,30337.00,5825.00,427800.00,2847400.00,18796.00 Square Feet
13675355,,3221.00,351.00,,,188 MC
13231810,93 MC,1769.00,356.00,,,188.34 MC
28200984,92.6 MC,2163.00,450.00,,,188.7 MC
26194378,,3955.00,1106.00,244600.00,391400.00,18803.00 Square Feet
12371527,2100.0 Square Feet,3965.00,845.00,83000.00,405400.00,1881.00 Square Feet
14483584,2700 PC,5468.00,1151.00,,,1882 PC
28432015,,9940.00,750.00,156600.00,296900.00,1885.00 Square Feet
25036529,,1822.00,400.00,,,189.9 MC
24247856,3060 PC,4437.00,912.00,,,1896 PC
25498798,,203.00,1.00,,,1899 PC
15288003,,2450.00,435.00,,,1899.00 Square Feet
12900541,13.40 x 13.90 ft,7077.00,1305.00,256200.00,484000.00,18x38.98
23569715,,6731.00,1630.00,,,"19,063 SF"
18565528,,8865.00,1742.00,,,"19,194 SF irr."
26250054,,5548.00,1095.00,,,"19,526 SF"
27847244,,,,,,"19,646 SF"
9222529,"1,699.62 SF",3977.00,1135.00,,,"19,749.62 SF irr."
17708030,,4049.00,858.00,,,190.2 MC
21551136,,4307.00,398.00,,,190.4 MC
15006617,,9513.00,806.00,,,190.42 MC
25389323,,2383.00,429.00,,,190.5 MC
17627824,252.5 MC,5486.00,421.00,,,190.5 MC
14482186,,6001.00,1245.00,228700.00,599100.00,190.60 Square Metres
22041016,,1586.00,328.00,,,190.8 MC
10632178,,2707.00,567.00,,,1900 PC
16422023,3729.0 Square Feet,4996.00,1072.00,197700.00,444300.00,1900.00 Square Feet
27142569,,31687.00,1659.00,370700.00,598100.00,19002.00 Square Feet
13670572,117 Square metres,3366.00,550.00,156600.00,167800.00,191.02 Square metres
16382341,,2219.00,470.00,,,191.7 MC
20497428,,3965.00,787.00,344100.00,98700.00,1911.40 Square Metres
25155408,1837.0 Square Feet,5830.00,1009.00,342400.00,232600.00,19157.00 Square Feet
13397458,,643.00,151.00,,,1916 PC
17240498,70 MC,2778.00,582.00,,,192.4 MC
23737736,,2619.00,548.00,,,193.8 MC
21566557,,2877.00,591.00,125800.00,238100.00,1934 piå_
20336690,,4127.00,853.00,,,1939.00 Square Feet
13706275,1368 PC,3586.00,754.00,,,1941.61 PC
25449220,3039 PC,2732.00,490.00,,,1947 PC
23846991,3040 PC,2745.00,494.00,,,1947 PC
19597966,176.51 må_,3456.00,723.00,87800.00,310400.00,195 må_
21015992,,3885.00,803.00,78000.00,366500.00,195.1 må_
9973340,,1984.00,417.00,,,195.1 SF
24353343,,5321.00,1090.00,228300.00,433900.00,1950.00 Square Feet
17081112,1345 PC,3167.00,570.00,,,1959 PC
12257006,6264.0 Square Feet,9603.00,1889.00,356700.00,723600.00,19687.00 Square Feet
22455691,,3055.00,638.00,131100.00,242900.00,1975.00 Square Feet
19194271,220.4 MC,8431.00,1767.00,,,198.5 MC
24378840,,1813.00,380.00,97900.00,139900.00,199.70 Square Metres
11566104,,1934.00,398.00,,,"2,000 SF"
20234161,"1,200 SF",2009.00,421.00,,,"2,000 SF"
28326898,"1,200 SF",2029.00,399.00,,,"2,000 SF"
20949969,,2305.00,505.00,,,"2,000 SF"
10930986,,2540.00,534.00,,,"2,000 SF"
21649858,,2600.00,536.00,,,"2,000 SF"
28275146,"2,000 SF",2704.00,518.00,,,"2,000 SF"
10604900,,2762.00,555.00,,,"2,000 SF"
27468229,,3074.00,647.00,,,"2,000 SF"
12626248,,3323.00,706.00,,,"2,000 SF"
12373796,"2,000 SF",3507.00,721.00,,,"2,000 SF"
22256245,"2,700 SF",4265.00,916.00,,,"2,000 SF"
10876294,"2,400 SF",4413.00,990.00,,,"2,000 SF"
21950228,,19246.00,994.00,,,"2,000 SF"
9168766,"3,000 Square Feet",2606.00,550.00,148600.00,183000.00,"2,000.00 Square Feet"
11590203,,2623.00,509.00,104000.00,212700.00,"2,000.00 Square Feet"
9486647,,3551.00,666.00,,,"2,002 SF"
26733606,"2,100 Square Feet",3024.00,651.00,97800.00,276600.00,"2,004.80 Square Feet"
28706472,,1974.00,418.00,,,"2,012 SF"
13983299,"2,200 SF",2459.00,910.00,,,"2,012.85 SF"
21959343,,3582.00,759.00,,,"2,014 SF"
24821935,,1988.00,391.00,,,"2,015 SF"
14894799,,2076.00,455.00,,,"2,024 SF"
15533442,,3092.00,656.00,118500.00,268800.00,"2,025.00 Square Feet"
20979965,,18795.00,965.00,,,"2,030 SF"
28488940,857 SF,1133.00,270.00,,,"2,034.38 SF"
25385585,,3331.00,697.00,,,"2,036 SF"
20678984,,2462.00,456.00,,,"2,037 SF irr."
16035371,"1,520 SF",3145.00,553.00,,,"2,043 SF"
11607866,,6435.00,900.00,,,"2,045 SF"
25176162,,,,,,"2,047.00 Square Feet"
22584664,,3449.00,731.00,,,"2,049 SF"
15474926,"1,093 SF",1968.00,356.00,,,"2,050 SF"
21225966,,2821.00,597.00,,,"2,050 SF"
24545300,"1,618 SF",3356.00,710.00,,,"2,050 SF"
13054216,,5131.00,1087.00,,,"2,050 SF"
19755959,,8231.00,1665.00,,,"2,050 SF"
25990656,,1951.00,384.00,,,"2,050.5 SF"
28695309,,2948.00,624.00,,,"2,050.52 SF"
15088108,,3068.00,652.00,,,"2,050.52 SF"
18830986,,884.00,209.00,,,"2,060 SF"
19053692,,2065.00,568.00,,,"2,060 SF"
14117056,,6844.00,1503.00,,,"2,060 SF"
9664603,,3093.00,640.00,,,"2,062 SF"
15193832,,2767.00,572.00,,,"2,066 SF"
15442320,,2843.00,588.00,,,"2,066 SF"
13712715,,2846.00,602.00,,,"2,066 SF"
15941687,,2591.00,550.00,,,"2,066 SF irr."
20756028,,1942.00,438.00,,,"2,069.9 SF"
22096500,,2982.00,633.00,,,"2,070 SF"
9175159,,4483.00,492.00,,,"2,070 SF"
25991532,,5344.00,495.00,,,"2,070 SF"
13671862,,2615.00,557.00,,,"2,074 SF"
25220747,,3725.00,766.00,,,"2,074 SF"
9352057,,2988.00,605.00,,,"2,080 SF"
22716888,,3067.00,637.00,,,"2,082 SF"
10655675,,3301.00,694.00,,,"2,086.05 SF"
19551985,,3026.00,625.00,,,"2,087 SF"
9041238,,8687.00,648.00,,,"2,088 SF"
22482074,,,,,,"2,088 SF"
17513744,,3703.00,765.00,,,"2,089.28 SF irr."
28001707,,,,,,"2,090 SF"
12464181,,3760.00,796.00,,,"2,092.5 SF"
14339088,,3853.00,800.00,,,"2,098.96 SF"
10781043,,2643.00,547.00,,,"2,099 SF"
24975882,,3414.00,719.00,,,"2,100 SF"
24211542,"1,749 SF",3729.00,1.00,,,"2,100 SF"
14090032,,4959.00,1025.00,,,"2,100 SF"
26889137,,3800.00,805.00,,,"2,100.04 SF"
18609679,,4178.00,897.00,,,"2,100.04 SF"
22479330,,4370.00,875.00,,,"2,100.04 SF"
19818982,"3,159 Square Feet",3165.00,664.00,88400.00,266600.00,"2,106.00 Square Feet"
22101201,,2706.00,554.00,,,"2,106.5 SF"
25260228,,3122.00,651.00,,,"2,107 SF"
14129719,,3094.00,648.00,,,"2,113 SF"
23020468,,2044.00,403.00,,,"2,124 SF irr."
16040546,,2275.00,468.00,,,"2,124.8 SF"
26964020,,2375.00,550.00,,,"2,124.8 SF"
16626424,,3179.00,673.00,,,"2,124.8 SF"
9073679,,2541.00,538.00,,,"2,125 SF"
15790706,,3393.00,701.00,,,"2,125 SF"
9149332,,3790.00,763.00,,,"2,125 SF"
15024040,"1,190 SF",5322.00,544.00,,,"2,125 SF"
22892553,,1360.00,535.00,,,"2,126.94 SF"
26349484,"2,075 SF",10967.00,626.00,,,"2,126.95 SF"
13849583,,3960.00,835.00,,,"2,132 SF"
18439167,,4161.00,884.00,,,"2,132.33 SF"
16260647,"1,764 SF",3014.00,558.00,,,"2,133 SF"
19009489,,4702.00,1012.00,,,"2,137.71 SF"
20742812,736 Square Feet,5309.00,402.00,,,"2,138.00 Square Feet"
11882417,,3356.00,712.00,,,"2,146.5 SF"
11347155,,2954.00,657.00,,,"2,149.2 SF"
24287945,,2272.00,572.00,,,"2,150 SF"
13111810,,2673.00,567.00,,,"2,150 SF"
11095404,,3198.00,649.00,,,"2,150 SF"
23094228,,6030.00,1302.00,,,"2,150.63 SF"
17517305,,3239.00,626.00,,,"2,157 SF"
22326579,,3049.00,647.00,88500.00,281700.00,"2,158.00 Square Feet"
10384762,,,,,,"2,158.00 Square Feet"
25502748,,3345.00,621.00,,,"2,160 SF"
23712534,,2177.00,450.00,,,"2,160 SF irr."
10342066,,3099.00,631.00,,,"2,160 SF irr."
15478287,,28283.00,1620.00,,,"2,160.32 SF"
17794740,,2298.00,512.00,,,"2,162 SF"
10934591,519 Square Feet,,,,,"2,162.00 Square Feet"
11532933,694 Square Feet,,,,,"2,162.00 Square Feet"
12800679,549 Square Feet,,,,,"2,162.00 Square Feet"
14670187,693 Square Feet,,,,,"2,162.00 Square Feet"
16851083,412 Square Feet,,,,,"2,162.00 Square Feet"
17967242,519 Square Feet,,,,,"2,162.00 Square Feet"
19790932,693 Square Feet,,,,,"2,162.00 Square Feet"
24107260,912 Square Feet,,,,,"2,162.00 Square Feet"
23184540,,3732.00,792.00,,,"2,163 SF"
24764994,,5341.00,1173.00,,,"2,163.55 SF"
27043287,"2,179 SF",2191.00,412.00,,,"2,175 SF"
16937296,,2622.00,542.00,,,"2,175 SF"
15327645,,3982.00,861.00,,,"2,175 SF"
9009035,,7000.00,552.00,,,"2,175 SF"
26812268,,,,,,"2,175 SF irr."
27945861,,11560.00,1080.00,,,"2,175.39 SF"
20533684,,4329.00,315.00,,,"2,176.46 SF"
13787235,,3170.00,667.00,,,"2,178 SF"
27671758,,3740.00,691.00,,,"2,184 SF"
15047509,,2971.00,553.00,,,"2,187.22 SF irr."
12912935,,3089.00,638.00,,,"2,188 SF"
24329380,"1,588 SF",2510.00,528.00,,,"2,194 SF"
12709768,949 SF,2192.00,419.00,,,"2,195 SF"
22861786,,7900.00,962.00,,,"2,196.91 SF"
25927070,"1,663 SF",2030.00,378.00,,,"2,200 SF"
13218609,"1,900 SF",2484.00,467.00,,,"2,200 SF"
21805693,,2969.00,629.00,,,"2,200 SF"
13944525,,3032.00,627.00,,,"2,200 SF"
20204362,,7408.00,552.00,,,"2,200 SF"
10374685,"1,280 Square Feet",2729.00,582.00,97100.00,233400.00,"2,200.00 Square Feet"
20214653,,1879.00,197.00,,,"2,200.14 SF"
26013165,,13656.00,697.00,,,"2,207 SF irr."
12487903,,3192.00,669.00,,,"2,212 SF"
24968297,"2,184 SF",3196.00,670.00,,,"2,212 SF"
23401357,,3490.00,676.00,92500.00,322500.00,"2,212.00 Square Feet"
10538199,,4244.00,839.00,,,"2,215 SF"
14848954,,4244.00,839.00,,,"2,215 SF"
19815055,,4244.00,839.00,,,"2,215 SF"
24840396,"2,166 SF",2867.00,607.00,,,"2,220 SF"
25867322,,3136.00,585.00,,,"2,225 SF"
10051452,,3445.00,620.00,,,"2,225 SF"
27363461,,3212.00,682.00,,,"2,225.98 SF"
12637875,,1.00,1.00,,,"2,235.66 SF"
13370724,"2,377 SF",4225.00,890.00,,,"2,237.82 SF"
24693139,,3370.00,697.00,,,"2,238.89 SF"
28297849,"1,952 SF",3497.00,732.00,,,"2,239 SF"
22452971,"4,167 SF",5499.00,679.00,,,"2,240 SF"
19709457,,1.00,1.00,,,"2,241.05 SF"
16316981,,2577.00,554.00,,,"2,243.2 SF"
12857000,"1,967.64 SF",3274.00,702.00,,,"2,245.35 SF"
12998521,,2912.00,602.00,,,"2,248 SF"
13045251,"2,523 SF",4636.00,995.00,,,"2,248 SF"
27883461,"1,430 Square Feet",4554.00,984.00,156800.00,401200.00,"2,248.00 Square Feet"
15774230,,3305.00,695.00,94000.00,283300.00,"2,248.70 Square Feet"
21499065,,3199.00,673.00,,,"2,249 SF"
17736432,,4163.00,866.00,,,"2,249.66 SF irr."
27979350,746 SF,589.00,123.00,,,"2,250 SF"
14934181,,1340.00,278.00,,,"2,250 SF"
24537319,,1910.00,395.00,,,"2,250 SF"
12486741,"1,200 SF",1981.00,375.00,,,"2,250 SF"
17919682,,2336.00,1.00,,,"2,250 SF"
11470150,,2504.00,520.00,,,"2,250 SF"
23414959,"1,640 SF",2769.00,572.00,,,"2,250 SF"
24696132,,8410.00,1017.00,,,"2,250 SF"
11144018,"1,125 SF",,,,,"2,250 SF"
14196101,,,,,,"2,250 SF"
19432773,"1,125 SF",,,,,"2,250 SF"
19919628,775 SF,,,,,"2,250 SF"
20680048,,,,,,"2,250 SF"
19831331,,2502.00,527.00,,,"2,250 SF irr."
14916230,,2075.00,478.00,,,"2,253 SF"
14240428,,2277.00,447.00,,,"2,253.96 SF"
16963654,,3602.00,765.00,,,"2,255 SF"
14717989,"2,080 SF",4409.00,946.00,,,"2,256 SF"
27344954,"1,435 SF",4750.00,999.00,,,"2,256 SF"
15515766,"3,221 SF",4787.00,1027.00,,,"2,256 SF"
10812341,"1,368 SF",3156.00,676.00,,,"2,256.12 SF irr."
23503868,798.68 SF,2786.00,598.00,,,"2,257.3 SF"
13936262,,1947.00,401.00,,,"2,260 SF irr."
12555249,"1,527.08 SF",5691.00,1160.00,,,"2,262.9 SF"
14509797,"2,460 SF",5021.00,1032.00,,,"2,265 SF irr."
15976437,,2902.00,610.00,,,"2,268 SF"
11236288,,3392.00,652.00,,,"2,268 SF"
15060423,,,,,,"2,268 SF"
26783458,,5349.00,1082.00,,,"2,273 SF"
24952014,,2242.00,433.00,,,"2,275 SF"
27401621,,3134.00,662.00,,,"2,275 SF"
25295765,398.26 SF,6782.00,1391.00,,,"2,275.49 SF"
10334006,,4208.00,866.00,,,"2,276.57 SF"
14560292,"1,200 SF",2006.00,700.00,,,"2,280 SF"
28681860,,8880.00,650.00,,,"2,281 SF"
26366506,"1,985 SF",3566.00,760.00,,,"2,281 SF irr."
13181350,"10,200 Square Feet",10133.00,2182.00,558900.00,718500.00,"2,281.30 Square metres"
19950265,,1926.00,367.00,,,"2,281.95 SF"
13812389,"1,300 SF",2512.00,440.00,,,"2,281.95 SF"
22201626,,1936.00,400.00,,,"2,284 SF"
18603286,,3165.00,640.00,,,"2,287 SF"
14058294,"1,787.88 SF",2377.00,503.00,,,"2,289 SF irr."
12730369,,3805.00,787.00,,,"2,289.48 SF"
14592759,,2100.00,451.00,,,"2,290 SF"
11879254,,3320.00,583.00,,,"2,292 SF"
27498868,"1,248 SF",2799.00,526.00,,,"2,294 SF"
14594899,"3,651.01 SF",4189.00,866.00,,,"2,294.76 SF"
27006356,,3343.00,719.00,,,"2,295.94 SF"
17640732,,4200.00,900.00,,,"2,298 SF"
23498382,,4555.00,942.00,,,"2,300 SF"
12636744,"1,496 SF",5818.00,1274.00,,,"2,300 SF"
15350598,"2,013 SF",5818.00,1274.00,,,"2,300 SF"
28610801,,2903.00,570.00,,,"2,300.03 SF"
28452924,,1219.00,245.00,,,"2,300.25 SF"
11458804,,2601.00,522.00,,,"2,305.63 SF"
18450423,,4030.00,853.00,,,"2,307 SF irr."
27372133,,2594.00,546.00,,,"2,310 SF"
23029944,,2088.00,431.00,,,"2,317 SF irr."
22923823,,8183.00,745.00,,,"2,323.93 SF"
14631479,"2,240 SF",2992.00,65.00,,,"2,324 SF"
17732112,,3152.00,689.00,,,"2,324 SF"
27483311,,3030.00,727.00,102600.00,289000.00,"2,324.00 Square Feet"
22396332,,3047.00,665.00,102600.00,291300.00,"2,324.00 Square Feet"
25569888,,3999.00,517.00,,,"2,328 SF"
20464092,,7987.00,760.00,,,"2,328.23 SF"
22909328,"3,969 SF",4780.00,1012.00,,,"2,335 SF"
10511451,,2349.00,499.00,,,"2,336 SF"
23947050,,2175.00,457.00,,,"2,337 SF"
10930209,,2277.00,476.00,,,"2,338 SF"
21898950,"1,270 SF",3114.00,601.00,,,"2,338 SF"
25699101,,4984.00,1073.00,,,"2,340 SF"
16459181,,3406.00,638.00,,,"2,343 SF"
14795366,,3772.00,1.00,,,"2,347 SF"
9376072,,3172.00,664.00,,,"2,350 SF"
