Category,Composite_Benchmark,LivingArea,Townhouse_Benchmark,Apartment_Benchmark,One_Storey_HPI,Single_Family_HPI,SaleDD,Address,SaleYYYY,AskingPrice,PriceSold,SaleYYYYMMDD,NumberBedrooms,NumberBathrooms,SaleMM,Two_Storey_HPI,One_Storey_Benchmark,LotSize,Apartment_HPI,DaysOnMarket,Single_Family_Benchmark,Two_Storey_Benchmark,Composite_HPI,Townhouse_HPI,Borough,Lat,Lng
2 Storey,,1600,,,,,5,"227, avenue Dahlia Montreal",2014,420000,400000,20141105,4,2,11,,,5805,,150,,,,,Dorval / Dorval Island,45.442412,-73.733348
2 Storey,280200,2100,282200,235900,147.8,146.3,2,"169, rue Beauchemin Montreal",2011,529000,517500,20110202,5,2,2,144.5,244500,,144.4,300,292900,354600,145.8,158,L'ile-Bizard / Sainte-Genevi•À_ve,45.507417,-73.865223
2 Storey,272200,2313,274900,227400,145.2,142.4,7,324 rue Ren•À_ Mass•À_ Montreal,2010,479000,450000,20100707,3,2,7,139.2,240200,8014,139.2,300,285000,341600,141.6,153.9,L'ile-Bizard / Sainte-Genevi•À_ve,45.501689,-73.567256
2 Storey,255600,861,249000,212200,137,134.1,23,140 rue Colombier Montreal,2009,389000,378000,20091123,4,2,11,130.7,226600,,129.9,120,268400,320700,133,139.4,L'ile-Bizard / Sainte-Genevi•À_ve,45.497281,-73.879191
2 Storey,255600,883,249000,212200,137,134.1,20,519 Rue Macquet Montreal,2009,315000,285000,20091120,4,1,11,130.7,226600,6900,129.9,35,268400,320700,133,139.4,L'ile-Bizard / Sainte-Genevi•À_ve,45.496989,-73.872561
2 Storey,256600,1200,256100,213200,137,134.5,13,"19, rue Proulx Montreal",2009,298000,290000,20091213,3,2,12,131.6,226600,6499,130.5,10,269200,322900,133.5,143.4,L'ile-Bizard / Sainte-Genevi•À_ve,45.500075,-73.864641
2 Storey,266400,2702,271700,222100,142.1,139.4,12,"154, rue Beauchemin Montreal",2010,459000,459000,20100312,4,3,3,136.3,235100,9849,136,29,279000,334500,138.6,152.1,L'ile-Bizard / Sainte-Genevi•À_ve,45.507933,-73.866156
2 Storey,266400,1320,271700,222100,142.1,139.4,16,"258, rue Joncaire Montreal",2010,269000,265000,20100316,3,1,3,136.3,235100,5712,136,13,279000,334500,138.6,152.1,L'ile-Bizard / Sainte-Genevi•À_ve,45.594817,-73.566024
2 Storey,273100,2100,271100,227500,145.6,143.1,23,"479, croissant Boyer Montreal",2010,369000,355000,20100923,8,1,9,140.1,240900,6000,139.3,180,286400,343800,142.1,151.8,L'ile-Bizard / Sainte-Genevi•À_ve,45.499928,-73.876059
2 Storey,270200,1900,279000,225200,144.1,141.5,25,"625, rue Lacombe Montreal",2010,339000,320000,20100525,4,1,5,138.5,238400,8833,137.9,60,283200,339900,140.6,156.2,L'ile-Bizard / Sainte-Genevi•À_ve,45.493867,-73.880448
2 Storey,284100,1380,278800,238500,149.8,148.4,1,3247 L•À_on-Brisebois Montreal,2011,325000,325000,20110401,3,1,4,146.8,247800,6025,146,180,297100,360200,147.8,156.1,L'ile-Bizard / Sainte-Genevi•À_ve,45.495803,-73.867485
2 Storey,273700,1955,270600,228300,146.1,143.4,7,282 rue Soupras Montreal,2010,358000,358000,20101007,3,1,10,140.2,241700,7110,139.8,4,287000,344000,142.4,151.5,L'ile-Bizard / Sainte-Genevi•À_ve,45.496094,-73.865054
2 Storey,282900,1798,281500,237500,149,147.8,16,3248 rue L•À_on-Brisebois Montreal,2011,395000,395000,20110316,4,2,3,146.3,246500,6000,145.4,28,295900,359000,147.2,157.6,L'ile-Bizard / Sainte-Genevi•À_ve,45.495699,-73.867224
2 Storey,284500,1468,278100,239300,149.8,148.6,17,"644, St-Malo Est Montreal",2011,,,20110517,3,1,5,147.1,247800,7810,146.5,67,297500,361000,148,155.7,L'ile-Bizard / Sainte-Genevi•À_ve,45.502679,-73.867961
2 Storey,285200,2400,284700,243000,149.3,148,18,228 Laurier Montreal,2011,649000,620000,20110918,4,2,9,146.6,247000,7935,148.8,90,296300,359700,148.4,159.4,L'ile-Bizard / Sainte-Genevi•À_ve,45.52541,-73.590642
2 Storey,290400,,308500,246600,151.1,150.8,30,"229, rue Saint-Raphael Montreal",2013,599000,580000,20130130,5,3,1,150.5,250000,9600,151,570,301900,369300,151.1,172.7,L'ile-Bizard / Sainte-Genevi•À_ve,45.503542,-73.905521
2 Storey,299100,2300,304000,249700,158.1,156.8,9,"237, rue Barette Montreal",2013,,,20130609,4,2,6,155.2,261500,8545,152.9,210,313900,380800,155.6,170.2,L'ile-Bizard / Sainte-Genevi•À_ve,45.507567,-73.870924
2 Storey,290600,1436,292200,245700,152.6,151.4,13,"411, rue Marcelin Montreal",2012,388000,388000,20120413,3,1,4,150,252400,7749,150.4,83,303100,368100,151.2,163.6,L'ile-Bizard / Sainte-Genevi•À_ve,45.506119,-73.864627
2 Storey,290400,1876,288500,247500,151.8,150.8,26,"280, rue Ouimet Montreal",2012,,,20120726,4,2,7,149.7,251100,6655,151.5,150,301900,367300,151.1,161.5,L'ile-Bizard / Sainte-Genevi•À_ve,45.489201,-73.876881
2 Storey,290800,1892,287900,245500,153,151.6,24,"3027, chemin Cherrier Montreal",2012,454000,420000,20120524,3,2,5,149.8,253100,8103,150.3,44,303500,367600,151.3,161.2,L'ile-Bizard / Sainte-Genevi•À_ve,45.505947,-73.86103
2 Storey,301200,,305100,252500,159.3,157.6,30,"308, rue Alphonse Desjardins Montreal",2013,799000,740000,20130530,5,3,5,155.5,263500,9822,154.6,180,315500,381600,156.7,170.8,L'ile-Bizard / Sainte-Genevi•À_ve,45.503066,-73.901411
2 Storey,291200,1822,302400,248900,151.9,150.8,23,"143, rue Beauchemin Montreal",2012,534000,525000,20121023,3,2,10,149.4,251300,11941,152.4,120,301900,366600,151.5,169.3,L'ile-Bizard / Sainte-Genevi•À_ve,45.507717,-73.867891
2 Storey,290200,1800,298500,247500,151.7,150.5,18,"315, rue L•À_o-Grenier Montreal",2012,498000,487500,20121118,3,1,11,149,251000,8142,151.5,120,301300,365600,151,167.1,L'ile-Bizard / Sainte-Genevi•À_ve,45.508914,-73.867579
2 Storey,294700,2100,306900,247900,154.7,153.8,6,"3195, rue L•À_on-Brisebois Montreal",2013,,,20130306,5,3,3,152.8,255900,8366,151.8,120,307900,374900,153.3,171.8,L'ile-Bizard / Sainte-Genevi•À_ve,45.498021,-73.865433
2 Storey,298300,2400,309600,249600,156.6,156.2,23,"975, rue Bellevue Montreal",2013,395000,375000,20131023,4,2,10,155.6,259100,7829,152.8,49,312700,381800,155.2,173.3,L'ile-Bizard / Sainte-Genevi•À_ve,45.505996,-73.865439
2 Storey,301600,1324,312900,250600,159.7,158.3,9,"130, rue Dubuisson Montreal",2014,395000,388000,20140509,4,2,5,156.6,264200,7176,153.4,180,316900,384300,156.9,175.2,L'ile-Bizard / Sainte-Genevi•À_ve,45.494106,-73.878455
2 Storey,301200,1200,317600,252000,159,157.6,8,"416, rue Closse Montreal",2014,269500,268000,20140408,3,1,4,155.9,263000,2186,154.3,32,315500,382600,156.7,177.8,L'ile-Bizard / Sainte-Genevi•À_ve,45.492005,-73.870881
2 Storey,298300,1553,311500,249700,156.8,156,6,"3208, rue L•À_on-Brisebois Montreal",2014,387000,375000,20140906,3,1,9,155,259400,6212,152.9,50,312300,380300,155.2,174.4,L'ile-Bizard / Sainte-Genevi•À_ve,45.497312,-73.866186
2 Storey,285200,2028,284700,243000,149.3,148,17,405 Rue de la Prunelle Montreal,2011,1145000,1100000,20110917,3,2,9,146.6,247000,4142,148.8,120,296300,359700,148.4,159.4,L'Ile Des Soeurs,45.46599,-73.546527
2 Storey,298300,1440,311500,249700,156.8,156,6,"180, rue Terry Fox Montreal",2014,679000,612000,20140906,3,2,9,155,259400,3427,152.9,15,312300,380300,155.2,174.4,L'Ile Des Soeurs,45.465288,-73.54028
2 Storey,255600,3649,249000,212200,137,134.1,5,28 Dufferin Montreal,2009,,,20091105,4,2,11,130.7,226600,6720,129.9,180,268400,320700,133,139.4,Kirkland,45.478966,-73.630965
2 Storey,291800,3127,288300,248100,152.7,151.5,24,"6, place Colbert Montreal",2012,899000,880000,20120624,5,3,6,150.2,252600,23207,151.9,55,303300,368600,151.8,161.4,Kirkland,45.66279,-73.498202
2 Storey,270200,2454,279000,225200,144.1,141.5,25,"325, place Terry Fox Montreal",2010,560000,550000,20100525,5,3,5,138.5,238400,5597,137.9,24,283200,339900,140.6,156.2,Kirkland,45.464874,-73.539833
2 Storey,284100,2040,269500,239600,149.8,148.2,14,12 Renaud Montreal,2011,589000,589000,20110614,4,3,6,146.3,247800,6947,146.7,240,296700,359000,147.8,150.9,Kirkland,45.454918,-73.841109
2 Storey,288900,1650,288500,244500,151.5,150.5,9,"74, rue Acres Montreal",2012,429000,412000,20120309,4,2,3,149.3,250600,6900,149.7,58,301300,366400,150.3,161.5,Kirkland,45.462731,-73.847383
2 Storey,291800,2450,288300,248100,152.7,151.5,13,"30, rue Lafford Montreal",2012,449900,449900,20120613,4,2,6,150.2,252600,7788,151.9,90,303300,368600,151.8,161.4,Kirkland,45.445963,-73.884711
2 Storey,290600,1674,292200,245700,152.6,151.4,19,"30, rue des Hirondelles Montreal",2012,,,20120419,3,1,4,150,252400,5350,150.4,13,303100,368100,151.2,163.6,Kirkland,45.438766,-73.893895
2 Storey,290800,1500,287900,245500,153,151.6,25,"122, rue Terry Fox Montreal",2012,409000,410000,20120525,3,1,5,149.8,253100,6204,150.3,11,303500,367600,151.3,161.2,Kirkland,45.465702,-73.5408
2 Storey,301200,2040,305100,252500,159.3,157.6,14,"79, rue Granada Montreal",2013,469000,440000,20130514,4,3,5,155.5,263500,6403,154.6,210,315500,381600,156.7,170.8,Kirkland,45.464618,-73.854263
2 Storey,299100,1900,304000,249700,158.1,156.8,17,"9, place Smiley Montreal",2013,397000,386500,20130617,3,1,6,155.2,261500,6642,152.9,51,313900,380800,155.6,170.2,Kirkland,45.439242,-73.88356
2 Storey,298300,2700,309600,249600,156.6,156.2,7,"144, rue Jacques Chan Montreal",2013,580000,565000,20131007,4,2,10,155.6,259100,7583,152.8,82,312700,381800,155.2,173.3,Kirkland,45.447081,-73.887147
2 Storey,298300,2800,309400,249900,156.4,156,27,"98, rue Macdonald Montreal",2013,604000,600000,20130927,5,3,9,155.4,258700,7563,153,38,312300,381300,155.2,173.2,Kirkland,45.518555,-73.531034
2 Storey,301000,2562,307400,251500,159.2,157.6,3,"34, rue de Cherbourg Montreal",2014,595000,590000,20140603,5,3,6,155.8,263400,6202,154,75,315500,382300,156.6,172.1,Kirkland,45.447812,-73.849753
2 Storey,301600,2700,312900,250600,159.7,158.3,15,"26, rue de Calais Montreal",2014,,,20140515,5,3,5,156.6,264200,6000,153.4,83,316900,384300,156.9,175.2,Kirkland,45.446069,-73.833833
2 Storey,266400,1650,271700,222100,142.1,139.4,31,"4315, rue Sherbrooke Montreal",2010,,,20100331,4,2,3,136.3,235100,,136,54,279000,334500,138.6,152.1,Lachine,45.444921,-73.704601
2 Storey,282900,1200,281500,237500,149,147.8,27,825 50e Avenue Montreal,2011,349900,338000,20110327,3,1,3,146.3,246500,5000,145.4,30,295900,359000,147.2,157.6,Lachine,45.445465,-73.712467
2 Storey,286000,1200,287800,243500,149.7,148.5,11,"635, 49e avenue Montreal",2011,435000,410000,20111011,3,2,10,147,247600,5000,149.1,23,297300,360700,148.8,161.1,Lachine,45.442895,-73.711244
2 Storey,290600,1720,292200,245700,152.6,151.4,5,"735, 36 avenue Montreal",2012,589000,537500,20120405,3,2,4,150,252400,3600,150.4,63,303100,368100,151.2,163.6,Lachine,45.522547,-73.610465
2 Storey,290200,1400,304600,247000,151.2,150.7,1,"260, 50e Avenue Montreal",2012,469000,455000,20121201,4,1,12,150,250100,5000,151.2,210,301700,368100,151,170.5,Lachine,45.440002,-73.711471
2 Storey,290600,1319,292200,245700,152.6,151.4,11,"3450, rue Broadway Montreal",2012,339000,328000,20120411,3,1,4,150,252400,2701,150.4,22,303100,368100,151.2,163.6,Lachine,45.437249,-73.695185
2 Storey,290800,1250,287900,245500,153,151.6,25,"1165, rue Sherbrooke Montreal",2012,349000,339000,20120525,3,2,5,149.8,253100,5292,150.3,43,303500,367600,151.3,161.2,Lachine,45.444952,-73.674853
2 Storey,291000,,290300,247800,152.3,151,25,"770, 13e Avenue Montreal",2012,369000,353000,20120825,2,1,8,149.5,251900,4500,151.7,53,302300,366800,151.4,162.5,Lachine,45.443514,-73.675706
2 Storey,290200,1480,304600,247000,151.2,150.7,22,"2960, Terrasse Js Aime Ashby Montreal",2012,359000,350000,20121222,3,1,12,150,250100,2076,151.2,90,301700,368100,151,170.5,Lachine,45.446342,-73.690467
2 Storey,290200,1350,298500,247500,151.7,150.5,7,"255, 49e Avenue Montreal",2012,460000,435000,20121107,3,1,11,149,251000,5000,151.5,45,301300,365600,151,167.1,Lachine,45.439912,-73.710839
2 Storey,301200,1497,305100,252500,159.3,157.6,7,"2505, rue Saint-Antoine Montreal",2013,319000,300000,20130507,4,1,5,155.5,263500,3595,154.6,58,315500,381600,156.7,170.8,Lachine,45.43985,-73.686455
2 Storey,301200,,305100,252500,159.3,157.6,3,"764, 13e avenue Montreal",2013,,,20130503,2,3,5,155.5,263500,4534,154.6,14,315500,381600,156.7,170.8,Lachine,45.443408,-73.67572
2 Storey,301200,1266,321700,252500,158.2,157.4,29,"265, 9e avenue Montreal",2014,259999,250000,20140329,4,2,3,156.5,261700,4998,154.6,240,315100,384000,156.7,180.1,Lachine,45.435611,-73.671693
2 Storey,301200,625,321700,252500,158.2,157.4,13,"140, avenue Boyer Montreal",2014,295000,295000,20140313,3,1,3,156.5,261700,3000,154.6,88,315100,384000,156.7,180.1,Lachine,45.444997,-73.649877
2 Storey,300000,1200,311500,251700,157.2,156.8,19,"785, 46e Avenue Montreal",2014,,,20140219,3,2,2,156.4,260100,5632,154.1,90,313900,383800,156.1,174.4,Lachine,45.444421,-73.708154
2 Storey,301000,1240,307400,251500,159.2,157.6,13,"870, 39e avenue Montreal",2014,,,20140613,3,1,6,155.8,263400,4500,154,68,315500,382300,156.6,172.1,Lachine,45.445961,-73.700369
2 Storey,300000,1600,311500,251700,157.2,156.8,1,"805, 50e avenue Montreal",2014,409000,399000,20140201,3,1,2,156.4,260100,5390,154.1,10,313900,383800,156.1,174.4,Lachine,45.445125,-73.712414
2 Storey,300000,1100,311500,251700,157.2,156.8,5,"785, 39e avenue Montreal",2014,,,20140205,3,1,2,156.4,260100,5000,154.1,14,313900,383800,156.1,174.4,Lachine,45.444496,-73.700364
2 Storey,298700,1633,307400,252200,155.6,155.5,14,"63, 50e avenue Montreal",2014,475000,415000,20141014,3,2,10,155.5,257400,4980,154.4,210,311300,381600,155.4,172.1,Lachine,45.438694,-73.711486
2 Storey,268500,1722,279400,223900,143.1,140.4,20,11-8e avenue Montreal,2010,219900,190000,20100420,,,4,137.3,236700,,137.1,38,281000,336900,139.7,156.4,Lasalle,45.637939,-73.489126
2 Storey,274700,1520,275300,229800,145.9,143.6,11,2182 rue Emile-Nelligan Montreal,2010,429000,412000,20101111,4,3,11,141,241400,2457,140.7,44,287400,346000,142.9,154.1,Lasalle,45.433104,-73.633459
2 Storey,274700,1650,275300,229800,145.9,143.6,6,415 Louis-Fortier Montreal,2010,225000,200000,20101106,4,1,11,141,241400,4400,140.7,7,287400,346000,142.9,154.1,Lasalle,45.43279,-73.649056
2 Storey,284500,1076,278100,239300,149.8,148.6,5,2492 Avenue Dollard Montreal,2011,289000,275000,20110505,2,2,5,147.1,247800,4400000013,146.5,62,297500,361000,148,155.7,Lasalle,45.434076,-73.638917
2 Storey,284900,1145,286700,242700,148.9,147.8,29,324 1iere Avenue Montreal,2011,339000,310000,20111129,3,1,11,146.6,246300,2325,148.6,120,295900,359700,148.2,160.5,Lasalle,45.458386,-73.568756
2 Storey,290200,,298500,247500,151.7,150.5,1,"120, avenue Strathyre Montreal",2012,469000,465000,20121101,3,1,11,149,251000,5000,151.5,90,301300,365600,151,167.1,Lasalle,45.429312,-73.659484
2 Storey,298300,1500,309400,249900,156.4,156,30,"67, rue Strathyre Montreal",2013,537000,510000,20130930,4,2,9,155.4,258700,5000,153,46,312300,381300,155.2,173.2,Lasalle,45.428084,-73.659442
2 Storey,250100,1550,252600,208400,133.6,130.9,27,2188 Avenue Mercier Montreal,2009,338500,335000,20090727,5,2,7,127.7,221000,2625,127.6,90,262000,313400,130.1,141.4,Mercier / Hochelaga / Maisonneuve,45.597272,-73.517405
2 Storey,274700,1131,275300,229800,145.9,143.6,27,"2280, rue St-Cl•À_ment Montreal",2010,329000,306000,20101127,5,2,11,141,241400,4466,140.7,270,287400,346000,142.9,154.1,Mercier / Hochelaga / Maisonneuve,45.559895,-73.540243
2 Storey,273700,1240,270600,228300,146.1,143.4,12,"3105, rue Anne Hebert Montreal",2010,349900,323000,20101012,3,1,10,140.2,241700,1800,139.8,150,287000,344000,142.4,151.5,Mercier / Hochelaga / Maisonneuve,45.58825,-73.536728
2 Storey,271400,2300,281200,226500,144.6,142,6,"7680, rue Fonteneau Montreal",2010,489000,460000,20100606,4,2,6,138.9,239200,3776,138.7,15,284200,340800,141.2,157.4,Mercier / Hochelaga / Maisonneuve,45.596116,-73.542016
2 Storey,282900,1776,281500,237500,149,147.8,15,7183 Pierre Gadois Montreal,2011,449000,425000,20110315,3,2,3,146.3,246500,2623,145.4,150,295900,359000,147.2,157.6,Mercier / Hochelaga / Maisonneuve,45.596674,-73.568552
2 Storey,277200,1300,285600,232600,146,144.7,10,1125 De Bruxelles Montreal,2011,355000,352000,20110110,3,1,1,143.1,241500,4500,142.4,14,289600,351100,144.2,159.9,Mercier / Hochelaga / Maisonneuve,45.588116,-73.510276
2 Storey,284500,1520,278100,239300,149.8,148.6,29,"6067, Rue Alfred-Pellan Montreal",2011,529500,525000,20110529,3,2,5,147.1,247800,1921,146.5,30,297500,361000,148,155.7,Mercier / Hochelaga / Maisonneuve,45.578439,-73.548614
2 Storey,284500,1600,278100,239300,149.8,148.6,23,8371 Place Fonteneau Montreal,2011,,,20110523,3,2,5,147.1,247800,2966,146.5,4,297500,361000,148,155.7,Mercier / Hochelaga / Maisonneuve,45.602293,-73.537551
2 Storey,284700,1400,290800,242100,148.7,147.8,18,"2400, rue Louis-Veuillot Montreal",2012,386000,374000,20120218,3,2,2,146.7,246000,2100,148.2,90,295900,360000,148.1,162.8,Mercier / Hochelaga / Maisonneuve,45.571239,-73.535722
2 Storey,284700,939,290800,242100,148.7,147.8,2,"2995, rue Curatteau Montreal",2012,279000,282000,20120202,3,1,2,146.7,246000,4888,148.2,19,295900,360000,148.1,162.8,Mercier / Hochelaga / Maisonneuve,45.592917,-73.532037
2 Storey,288900,1560,288500,244500,151.5,150.5,15,"6100, rue Alfred Pellan Montreal",2012,589500,574000,20120315,3,1,3,149.3,250600,2714,149.7,33,301300,366400,150.3,161.5,Mercier / Hochelaga / Maisonneuve,45.578787,-73.548146
2 Storey,291000,1800,290300,247800,152.3,151,28,"2375, avenue de Lorimier Montreal",2012,545000,520000,20120828,4,1,8,149.5,251900,2250,151.7,12,302300,366800,151.4,162.5,Mercier / Hochelaga / Maisonneuve,45.530616,-73.562397
2 Storey,291400,2376,296200,248400,152.3,151.1,12,"4840, rue Adam Montreal",2012,449000,400000,20120912,5,2,9,149.7,251900,2700,152.1,150,302500,367300,151.6,165.8,Mercier / Hochelaga / Maisonneuve,45.556878,-73.53202
2 Storey,290800,1152,287900,245500,153,151.6,17,"639, avenue Rougemont Montreal",2012,,,20120517,3,1,5,149.8,253100,1577,150.3,32,303500,367600,151.3,161.2,Mercier / Hochelaga / Maisonneuve,45.568084,-73.524168
2 Storey,290400,1300,308500,246600,151.1,150.8,11,"1324, rue de Bruxelles Montreal",2013,369000,365000,20130111,3,1,1,150.5,250000,4235,151,22,301900,369300,151.1,172.7,Mercier / Hochelaga / Maisonneuve,45.588226,-73.511118
2 Storey,301200,1300,321700,252500,158.2,157.4,12,"2461, avenue Haig Montreal",2014,370000,360000,20140312,4,2,3,156.5,261700,3483,154.6,300,315100,384000,156.7,180.1,Mercier / Hochelaga / Maisonneuve,45.582239,-73.529565
2 Storey,298300,965,309400,249900,156.4,156,24,"3170, rue Du Quesne Montreal",2013,395000,379500,20130924,2,1,9,155.4,258700,4126,153,16,312300,381300,155.2,173.2,Mercier / Hochelaga / Maisonneuve,45.576605,-73.544106
2 Storey,298300,1400,311500,249700,156.8,156,1,"5580, rue Louis Dumouchel Montreal",2014,469900,465000,20140901,3,2,9,155,259400,2719,152.9,10,312300,380300,155.2,174.4,Mercier / Hochelaga / Maisonneuve,45.601005,-73.542479
2 Storey,268500,1198,279400,223900,143.1,140.4,6,"1799, rue Montcalm Montreal",2010,384900,360000,20100406,2,1,4,137.3,236700,1240,137.1,90,281000,336900,139.7,156.4,"Ville-Marie (downtown, old Mtl)",45.520392,-73.560632
2 Storey,266400,1610,271700,222100,142.1,139.4,28,3519 Lorne Montreal,2010,755000,740000,20100328,3,2,3,136.3,235100,1610,136,36,279000,334500,138.6,152.1,"Ville-Marie (downtown, old Mtl)",45.507427,-73.576266
2 Storey,268500,2700,279400,223900,143.1,140.4,18,"2700, rue Hill Park Montreal",2010,,,20100418,3,3,4,137.3,236700,7229,137.1,50,281000,336900,139.7,156.4,"Ville-Marie (downtown, old Mtl)",45.496938,-73.600273
2 Storey,275200,,283800,230800,145.8,143.8,3,1795 de la Visitation Montreal,2010,485000,495000,20101203,3,1,12,141.4,241200,,141.3,16,287800,347000,143.2,158.9,"Ville-Marie (downtown, old Mtl)",45.521347,-73.559881
2 Storey,291200,1722,302400,248900,151.9,150.8,15,"2920, Terrase Thomas Valin Montreal",2012,458000,440000,20121015,3,1,10,149.4,251300,3060,152.4,23,301900,366600,151.5,169.3,"Ville-Marie (downtown, old Mtl)",45.538601,-73.549761
2 Storey,298300,1200,309400,249900,156.4,156,6,"772, rue Lusignan Montreal",2013,529000,476500,20130906,4,2,9,155.4,258700,1510,153,300,312300,381300,155.2,173.2,"Ville-Marie (downtown, old Mtl)",45.492776,-73.570664
2 Storey,266400,1672,271700,222100,142.1,139.4,6,"561-563, rue Bourgeoys Montreal",2010,424000,,20100306,4,1,3,136.3,235100,,136,25,279000,334500,138.6,152.1,South-West Montreal,45.480045,-73.557498
2 Storey,270200,2000,279000,225200,144.1,141.5,20,816 Saint-Ferdinand Montreal,2010,397000,370000,20100520,3,1,5,138.5,238400,1548,137.9,75,283200,339900,140.6,156.2,South-West Montreal,45.477951,-73.588985
2 Storey,280200,1340,282200,235900,147.8,146.3,1,"5314, rue Notre-Dame OUest Montreal",2011,279000,252500,20110201,2,2,2,144.5,244500,1601,144.4,240,292900,354600,145.8,158,South-West Montreal,45.468855,-73.594492
2 Storey,270200,1700,279000,225200,144.1,141.5,18,"2429, rue Rozel Montreal",2010,407000,385500,20100518,4,2,5,138.5,238400,2100,137.9,11,283200,339900,140.6,156.2,South-West Montreal,45.475761,-73.562845
2 Storey,271400,1150,281200,226500,144.6,142,16,"231, rue Delinelle Montreal",2010,215000,215500,20100616,2,1,6,138.9,239200,1875,138.7,19,284200,340800,141.2,157.4,South-West Montreal,45.472333,-73.586437
2 Storey,273700,1200,270600,228300,146.1,143.4,25,"5190, rue Sainte-Marie Montreal",2010,235000,220000,20101025,2,1,10,140.2,241700,1400,139.8,120,287000,344000,142.4,151.5,South-West Montreal,45.468741,-73.592583
