"MlsNumber","LivingArea","YearBuilt","MunicipalTax","SchoolTax","CondoFees","HeatingEnergy","HeatingSystem","Proximity","SewageSystem","LotAssessment","BuildingAssessment","Pool","View","Garage","Parking","Zoning","Area","WaterSupply","LotDepth","LotFrontage","MunicipalAssessment","FloorCovering","Topography","Insurance"
"14337815","981 Square Feet","1967","$2,692, (2014)","$434, (2013)","$6,012",,,"Public transport, Park - green area","Municipal sewer","$43,800","$197,100","Other - Salt Water, Inground","Panoramic","New Construction:, No, Single width, Heated, Pool","New Construction:, No, Garage","Residential",,,,,,,,
"14337977",,"1989","$3,909, (2014)","$633, (2014)","$4,632","Electricity","Electric baseboard units","Public transport","Municipal sewer","$71,900","$293,300",,,"Single width, Heated, Proximity","Garage","Residential",,,,,,,,
"14408264","535 Square Feet",,,,"$3,084",,,"University, Public transport","Municipal sewer",,,"Inground, Indoor","Water","Pool","Garage",,,,,,,,,
"14426777",,"1951","$2,745, (2014)","$568, (2015)",,"Electricity","Electric baseboard units","Public transport","Municipal sewer","$150,400","$182,800",,,"Single width, Detached, Proximity","Outdoor","Residential","4,374.00 Square Feet",,,,,,,
"14481830","975 Square Feet",,,,"$4,872","Electricity","Electric baseboard units",,"Municipal sewer",,,"Indoor","Water","Pool","Garage",,,,,,,,,
"14568927",,"1914","$87,425, (2014)","$4,505, (2013)",,,,,"Municipal sewer",,,,,,,"Residential, Commercial",,,,,,,,
"14591032","943 Square Feet","2000","$1,517, (2014)","$298, (2014)","$1,560","Electricity","Electric baseboard units","Public transport, Park - green area","Municipal sewer","$45,500","$134,900","Highway, Bicycle path",,,"Outdoor","Residential",,,,,,,,
"14601716","52 Square metres","1983","$899, (2014)","$171, (2013)",,,,,"Municipal sewer","$11,300","$81,600",,,,,"Residential",,,,,,,,
"14622116","1,215 Square Feet","2012","$2,037, (2014)","$421, (2014)","$2,760","Electricity",,,"Municipal sewer","$10,200","$225,400",,,,,,,,,,,,,
"14639300","1,137 Square Feet","2011","$1, (2014)","$499, (2014)","$2,664","Electricity","Air circulation","Public transport","Municipal sewer","$29,900","$240,900",,,"Single width, Proximity","Garage","Residential",,,,,,,,
"14646404","132 Square metres","1982","$3,481, (2013)","$563, (2013)","$6,516","Electricity","Electric baseboard units","Public transport, Park - green area","Municipal sewer","$61,100","$250,800","Indoor, Heated","Mountain","Single width, Pool","Garage","Residential",,,,,,,,
"14647271",,"1955","$5,505, (2014)","$1,316, (2014)",,"Heating oil","Air circulation","University","Municipal sewer","$336,000","$436,600",,,"Fitted, Proximity","Outdoor","Residential","579.30 Square metres",,,,,,,
"14662917","1,050 Square Feet","1990","$2,660, (2014)","$552, (2013)","$4,248","Electricity",,"Public transport, Park - green area","Municipal sewer",,,"Inground","Panoramic","Pool","Garage","Residential",,,,,,,,
"14670187","693 Square Feet",,,,"$1","Electricity","Electric baseboard units","Public transport","Municipal sewer",,,,,,,"Residential","2,162.00 Square Feet",,,,,,,
"14788293","840 Square Feet",,,,,"Electricity","Electric baseboard units","Public transport","Municipal sewer",,,,,"Proximity","Garage","Residential",,,,,,,,
"14811813",,"1870","$41,217, (2014)","$3,046, (2014)",,,"Hot water","University, Public transport","Municipal sewer","$975,000","$875,000",,,,"Outdoor","Residential","674.80 Square metres",,,,,,,
"14834201","1,414 Square Feet",,"$3,306, (2014)","$705, (2014)","$2,832","Electricity",,"Public transport, Park - green area","Municipal sewer","$35,600","$369,300",,,"Single width, Proximity","Garage","Residential",,,,,,,,
"14877581","2,109 Square Feet","1974","$7,257, (2014)","$1,166, (2014)",,"Heating oil","Air circulation",,"Municipal sewer","$267,400","$413,400",,,"Fitted, Rental Appliances","Garage","Residential","4,680.00 Square Feet",,,,,,,
"14885521",,"1948","$2,030, (2014)","$416, (2013)",,,,"Public transport","Municipal sewer","$150,100","$101,900",,,,,"Residential","352.29 Square metres",,,,,,,
"14908046","933 Square Feet","1996","$1,938, (2014)","$397, (2013)","$2,232","Electricity","Electric baseboard units","Public transport","Municipal sewer","$45,200","$180,300",,,,"Outdoor","Residential",,,,,,,,
"14928966",,"1910","$2,948, (2014)","$597, (2014)",,"Electricity","Electric baseboard units","Public transport, Park - green area","Municipal sewer","$82,200","$253,600",,,,,"Residential, Commercial",,,,,,,,
"14974373","501 Square Feet",,,,"$2,916",,,"University, Public transport","Municipal sewer",,,"Inground, Indoor",,"Pool","Garage",,,,,,,,,
"14981135","799 Square Feet","1900","$2,386, (2014)","$512, (2014)","$1,008","Electricity","Electric baseboard units","University","Municipal sewer","$87,800","$212,800",,,,,,"57.00 Square metres",,,,,,,
"14989266","886 Square Feet","2008","$1,900, (2014)","$398, (2014)","$1,800",,,,"Municipal sewer","$24,600","$206,900",,,,,"Residential",,,,,,,,
"15001126","975 Square Feet","2014",,,"$2,568","Electricity","Electric baseboard units","Public transport, Park - green area","Municipal sewer",,,"Inground",,"Heated, Attached, Pool","Garage",,,,,,,,,
"15014053","1,127 Square Feet","2001","$2,617, (2014)","$604, (2013)","$4,320","Electricity","Electric baseboard units","Public transport, Park - green area","Municipal sewer",,,"Inground, Heated","Water","Single width, Pool","Garage","Residential",,,,,,,,
"15036215","174 Square metres","1909","$2,089, (2014)","$389, (2014)",,"Heating oil","Hot water","University","Municipal sewer","$51,400","$164,900",,,,,"Residential","1,844.00 Square Feet",,,,,,,
"15037676","14,274 Square Feet","1962","$25,887, (2014)","$2,287, (2014)",,"Natural gas","Hot water",,"Municipal sewer","$606,000","$789,000",,,"Heated, Roofing","Garage","Residential","7,766.00 Square Feet",,,,,,,
"15047608",,"1956","$1,643, (2014)","$512, (2014)",,"Electricity","Electric baseboard units","Public transport, Park - green area","Municipal sewer","$141,200","$126,100",,,,"Outdoor","Residential","25x76",,,,,,,
"15103122","1,065 Square Feet",,,,"$4,596","Electricity","Electric baseboard units",,"Municipal sewer",,,"Indoor","Water",,,,,,,,,,,
"15126066","822 Square Feet","2009","$2,452, (2014)","$538, (2013)","$2,460","Electricity","Electric baseboard units","University, Public transport","Municipal sewer",,,"Inground","City",,,"Residential",,,,,,,,
"15187056","120 Square metres","1998","$3,357, (2014)","$668, (2014)",,"Electricity","Electric baseboard units",,"Municipal sewer","$92,200","$296,500",,,"Single width, Sewage System","Garage","Residential","179.80 Square metres",,,,,,,
"15189316","1,053 Square Feet","2006","$2,508, (2014)","$550, (2014)","$3,360","Electricity","Electric baseboard units","University","Municipal sewer",,,"Inground, Indoor","Panoramic, City","Single width, Pool","Garage","Residential",,,,,,,,
"15195257","1,077 Square Feet","1958","$1, (2013)","$1, (2013)","$5,196","Electricity","Space heating baseboards","University, Public transport","Municipal sewer","$1","$1",,"City",,,"Residential",,,,,,,,
"15290200",,"1927","$3,078, (2014)","$627, (2014)",,"Heating oil","Hot water","Public transport","Municipal sewer","$232,272","$97,100",,,"Detached, Proximity","Garage","Residential","1,191.30 Square metres",,,,,,,
"15290219","1,306 Square Feet","2000","$2,606, (2014)","$455, (2013)","$2,556","Electricity","Space heating baseboards, Electric baseboard units","Public transport","Municipal sewer","$48,600","$220,700",,,"Proximity","Garage","Residential","4,282.50 Square metres",,,,,,,
"15350981","1,290 Square Feet","2005","$4,829, (2014)","$1,060, (2014)","$6,624","Electricity","Electric baseboard units","Public transport, Park - green area","Municipal sewer",,,"Inground","Panoramic, City","Single width, Heated, Pool","Vignette","Residential",,,,,,,,
"15370802","3,240 Square Feet",,,,"$1","Electricity","Electric baseboard units","University, Public transport","Municipal sewer",,,"Indoor, Heated","Panoramic, City",,,"Residential",,,,,,,,
"15422590","1,273 Square Feet","1971","$2,725, (2014)","$445, (2014)","$4,164","Electricity","Electric baseboard units","Public transport","Municipal sewer","$46,800","$215,800","Inground",,"Single width, Pool","Garage","Residential",,,,,,,,
"15533442",,"1962","$3,092, (2014)","$656, (2014)",,"Electricity","Electric baseboard units","Public transport","Municipal sewer","$118,500","$268,800",,,"New Construction:, No, Proximity","New Construction:, No, Outdoor","Residential","2,025.00 Square Feet",,,,,,,
"15537011","1,838 Square Feet","2011","$3,669, (2014)","$777, (2014)",,"Electricity","Electric baseboard units","Public transport, Highway","Municipal sewer","$68,000","$395,600",,,"Single width, Fitted, Proximity","Outdoor, Garage","Residential","2,927.80 Square Feet",,,,,,,
"15568895",,"2009",,,,,,,"Municipal sewer",,,,,,,"Residential, Commercial",,,,,,,,
"15707214","873 Square Feet",,,,"$2,520","Electricity","Electric baseboard units","University","Municipal sewer",,,,,,,,,,,,,,,
"15745063","1 Square metres","1959","$5,518, (2014)","$1,138, (2013)",,"Electricity","Electric baseboard units",,"Municipal sewer","$282,500","$435,500",,,"Single width, Rental Appliances","Outdoor","Residential","369.30 Square metres",,,,,,,
"15754721","1,615 Square Feet","1990","$3,390, (2014)","$703, (2015)","$4,752","Electricity","Electric baseboard units","Public transport, Park - green area","Municipal sewer","$82,300","$306,400","Inground","Panoramic","Single width, Pool","Garage","Residential","1,750.00 Square Feet",,,,,,,
"15774230",,"1960","$3,305, (2013)","$695, (2013)",,"Electricity","Hot water, Electric baseboard units","Public transport","Municipal sewer","$94,000","$283,300",,,"Single width, Fitted, Proximity","Garage","Residential","2,248.70 Square Feet",,,,,,,
"15780879","1,028 Square Feet","2013",,,"$1","Other - 100 Amp Entry, Electricity","Electric baseboard units","University","Municipal sewer",,,,"Panoramic, City",,,"Residential",,,,,,,,
"15792793",,"1981","$5,912, (2013)","$1,273, (2014)",,"Electricity","Electric baseboard units","Public transport, Park - green area","Municipal sewer","$149,600","$608,700",,,"Single width, Fitted, Proximity","Outdoor, Garage","Residential","249.26 Square metres",,,,,,,
"15812615",,,,,,,,,"Municipal sewer",,,,,,,"Commercial",,,,,,,,
"15817248","1,172 Square Feet",,,,"$12","Electricity","Electric baseboard units","University","Municipal sewer",,,"Indoor","City",,,"Residential",,,,,,,,
"15851205",,"1987","$2,050, (2014)","$370, (2013)","$1,716",,,,,"$33,200","$178,300",,,,"New Construction:, No",,,,,,,,,
"15851421",,"1950","$4,637, (2014)","$998, (2014)",,"Heating oil","Hot water",,"Municipal sewer","$228,300","$345,800",,,,"Outdoor","Residential","434.80 Square metres",,,,,,,
"15857424",,"1954","$11,786, (2014)","$1,909, (2014)",,"Electricity","Air circulation",,"Municipal sewer","$404,100","$669,000",,,"Fitted, Double width or more, Sewage System","Garage","Residential","6,000.00 Square Feet",,,,,,,
"15859872",,"1951","$2,509, (2013)","$450, (2013)",,"Electricity","Air circulation","Park - green area","Municipal sewer","$57,800","$187,500",,,"Double width or more, Detached, Proximity","Outdoor","Residential","9,150.00 Square Feet",,,,,,,
"15900731","932 Square Feet","1974","$57,105, (2013)","$11,520, (2013)","$2,712","Electricity","Electric baseboard units","Public transport, Park - green area","Municipal sewer","$1,976,900","$4,815,600",,,,,"Residential",,,,,,,,
"15914523","1,057 Square Feet",,,,,"Electricity","Electric baseboard units","Public transport","Municipal sewer",,,,,"Proximity","Garage","Residential",,,,,,,,
"15931789","1,810 Square Feet","1990","$3,679, (2014)","$774, (2015)","$5,496","Electricity","Electric baseboard units","Public transport","Municipal sewer",,,"Other","Other","Single width, Heated, Pool","Garage","Residential","1,950.00 Square Feet",,,,,,,
"15963163",,"1963","$3,400, (2014)","$776, (2014)",,"Other - Electricity","Electric baseboard units","Park - green area, Hospital","Municipal sewer","$148,400","$300,300",,,"Fitted, Proximity","Outdoor, Garage","Residential","3,363.00 Square Feet",,,,,,,
"16010549","2,958 Square Feet","2001","$7,706, (2013)","$1,525, (2013)",,"Natural gas, Electricity","Electric baseboard units, Air circulation","Public transport","Municipal sewer","$323,200","$638,800","Inground",,"Heated, Fitted, Pool","Outdoor, Garage","Residential","6,565.00 Square Feet",,,,,,,
"16058140","1,000 Square Feet","1885","$3,444, (2014)","$740, (2014)","$1","Electricity","Electric baseboard units","University","Municipal sewer","$237,400","$259,400",,"Mountain",,,"Residential",,,,,,,,
"16059420","501 Square Feet",,,,"$2,136",,,"University","Municipal sewer",,,"Inground",,,,,,,,,,,,
"16078589","485 Square Feet",,,,"$2,064",,,"University","Municipal sewer",,,"Inground",,,,,,,,,,,,
"16080286","873 Square Feet",,,,"$2,508","Electricity","Electric baseboard units","University","Municipal sewer",,,,,,,,,,,,,,,
"16085986","501 Square Feet",,,,"$2,916",,,"University, Public transport","Municipal sewer",,,"Inground, Indoor",,"Pool","Garage",,,,,,,,,
"16087758",,"1910","$3,700, (2014)","$807, (2014)",,"Electricity","Electric baseboard units",,"Municipal sewer","$178,400","$316,600",,,,,"Residential","232.25 Square metres",,,,,,,
"16107704",,"1962","$19,000, (2014)","$2,512, (2013)",,,,,"Municipal sewer","$243,000","$427,300",,,,,"Commercial","1,621.00 Square metres",,,,,,,
"16140670","611 Square Feet",,,,"$12","Electricity","Electric baseboard units","University, Public transport","Municipal sewer",,,"Indoor, Heated","City",,,"Residential",,,,,,,,
"16257070","63 Square metres","1912","$2,540, (2014)","$668, (2014)","$2,796","Electricity","Radiant","University, Public transport","Municipal sewer","$25,900","$286,200",,,,,"Residential",,,,,,,,
"16259861",,,"$3,356, (2013)","$1, (2013)",,"Electricity","Electric baseboard units","Public transport, Park - green area","Municipal sewer","$108,700","$236,400",,,"Single width, Proximity","Outdoor, Garage","Residential","3,162.50 Square Feet",,,,,,,
"16285882","13.72 x 16.78 M","1942","$5,400, (2014)","$940, (2014)",,"Electricity","Electric baseboard units","University, Public transport","Municipal sewer","$185,600","$404,400",,,,,"Residential","18.29x30.48",,,,,,,
"16290884",,"2002","$3,527, (2014)","$684, (2014)","$2,928",,,,"Municipal sewer","$37,300","$338,800",,,"Heated, Double width or more, Sewage System","Garage","Residential","264.75 Square metres",,,,,,,
"16373489","41 x 30 ft","1956","$3,952, (2014)","$614, (2014)",,"Electricity","Air circulation",,"Municipal sewer","$214,200","$181,400",,,,"Outdoor","Residential",,,,,,,,
"16400247","167 Square metres","1943","$3,573, (2013)","$772, (2013)",,"Heating oil","Electric baseboard units","Public transport","Municipal sewer","$308,000","$178,800",,,"Heated, Fitted, Proximity","Outdoor","Residential","220.00 Square metres",,,,,,,
"16402061",,"1948","$4,281, (2014)","$843, (2013)",,"Electricity","Electric baseboard units","Public transport","Municipal sewer","$1","$419,800",,,"Tandem, Proximity","Outdoor",,"7,149.00 Square Feet",,,,,,,
"16420069",,"1955","$4,703, (2013)","$778, (2013)",,"Heating oil",,,"Municipal sewer","$238,100","$230,700",,,"Single width, Sewage System","Outdoor, Garage","Residential","4,535.90 Square Feet",,,,,,,
"16427546","732 Square Feet",,,,"$12","Electricity","Electric baseboard units","University","Municipal sewer",,,"Indoor","City",,,"Residential",,,,,,,,
"16461375","5,756 Square Feet","1996","$10,222, (2014)","$1,655, (2014)",,"Electricity","Air circulation","Public transport, Park - green area","Municipal sewer","$354,000","$942,000","Indoor, Heated","Panoramic","Fitted, Double width or more, Pool","Outdoor, Garage","Residential","16,098.00 Square metres",,,,,,,
"16470504",,"1981","$1,668, (2014)","$286, (2014)","$2,784","Electricity","Hot water, Electric baseboard units","Public transport, Park - green area","Municipal sewer","$23,300","$141,600",,,"Single width, Proximity","Garage","Residential",,,,,,,,
"16510134",,"1989","$5,155, (2014)","$942, (2014)",,"Electricity","Air circulation",,"Municipal sewer","$210,200","$322,600",,,"Heated, Fitted, Roofing","Outdoor","Residential","6,195.00 Square Feet",,,,,,,
"16519977",,"1970","$5,691, (2014)","$1,210, (2014)",,"Heating oil","Hot water","Public transport","Municipal sewer","$293,800","$368,100",,,"Attached, Proximity","Outdoor","Residential","6,200.00 Square Feet",,,,,,,
